reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
c33e195a-a8cb-431f-aa97-3154eeb989b5,T Y,https://play-lh.googleusercontent.com/a-/ALV-UjUgY_EVsjBUQm93VDWVl8kNcLH-WfuH3qHYmSHGb155liCMmdop,It is very difficult to make contact regarding a driver or an issue. Can't you make this app easier to navigate with a subtitle or such so one can tap & it gives a direct area to write a problem to you instead of tapping on one area then open that area up and tap on another and so forth just to get to the help one needs. Please make your app senior friendly! I depend on you for rides. Thank you.,2,178,4.554.10001,2024-12-05 17:37:18,,,4.554.10001
bff5fcc2-6de3-4b02-adf6-41345bfe8bbe,Meredith Roberson,https://play-lh.googleusercontent.com/a-/ALV-UjV_c4ROZBxWxG1eHqpv49esXX12oCwUvzb1LGfQbVPvt7ux2G7jvw,"Worst app and membership program ever. Customer service is useless, and if you have a problem with any of your food items, don't think they will refund or replace anything. They charge you randomly and more than they are supposed to. When I went to cancel my uber one membership,they convinced me to keep it and charge me $1.99 for the next 3 months, so I kept it. Days later I was charged $3.00 and then $9.99 again. Customer service told me it was a pending charge and would not go through but nope",1,268,4.554.10001,2024-12-02 18:43:56,,,4.554.10001
e4663ee7-12df-400a-953a-db0b729771ef,Alex Lee,https://play-lh.googleusercontent.com/a-/ALV-UjXuXjSr3hn6AkB9rrmdzUtTHxQwUht3-zL6cDpnxBFle0BKkBfeSQ,"The customer service for billing on business trips is AWFUL. They applied a credit that I had, even though I had unchecked it for use, and ended up causing a major issue with billing on my expense report that resulted in a huge issue with my expense report and the accounting department where I work. I have asked for resolution over, and over, and over again, and they are ignoring me. I don't trust Uber at all!!!",1,115,4.554.10001,2024-12-05 04:59:17,,,4.554.10001
5afe7262-3782-4c02-8b29-cfe19e9db3bc,Eva,https://play-lh.googleusercontent.com/a-/ALV-UjVc8eIuOnXMIyrKCSrCYrbKdulX9FzG1MJ8kwuzipQFCPyvIuWPXw,"I will update my review if my issue is resolved in an acceptable manner. I have used Uber for many years and for the most part have had a decent experience. I recently had an experience that I believe qualifies as a ""bait and switch"" scam and I attempted to resolve the issue through their customer service and received the same unsatisfactory response multiple times. I reserved and was charged for a premium vehicle but the driver showed up in a different, non premium vehicle.",1,116,4.553.10000,2024-11-27 21:48:19,,,4.553.10000
ad4428fb-c8c6-48a9-a3b7-e1dbe9c56bf1,Ahlayah Johnson,https://play-lh.googleusercontent.com/a-/ALV-UjWrxaTzjSv_D6huXLgIlXvZq6VcF97MfjdmNncqiO3m30aSD9P3,"It's okay, the prices are sometimes cheap and make it easy to get to places. However for my last two reserved rides I was charged an extra 10 and 13 dollars extra. I was told that the price shown would be the price you pay. I paid the first trip in full price, but for the second reserved ride I was only able to pay the first price. My card was locked when it tried to charge me 38 dollars when the ride was 27, but I had already paid the 27, I wouldn't recommend reserving a ride with uber",2,8,4.556.10005,2024-12-18 23:53:42,,,4.556.10005
25b72fc5-e584-4ed8-9f01-b32e432c9116,Sergei N,https://play-lh.googleusercontent.com/a-/ALV-UjWe8bDPXU4QMjlq7GJcMGFamph6CK0GfhH7BM5zSIAn51LzHj4,"Terable quality app, poor user experience strategy, if any... I guess cutting costs means cutting corners. Constantly putting wrong locations for picking up and not just for me. I'd ask a colleague to book and same thing happens. (Placed my pic up in the middle of railroad tracks about a mile from my actual location) 🙄 STOP outsourcing to low cost commodity vendors and GET a real Partner.",1,15,4.556.10005,2024-12-18 21:13:29,,,4.556.10005
3a5fd0ba-4e24-4a9f-9674-aea3205b90be,Linda B.,https://play-lh.googleusercontent.com/a/ACg8ocILHhfnKBrI9E1P5El4oYFJ_VAmcd-qfJsICltz80_rJDa6WA=mo,I would give it 3.5 stars but that's not an option. The rides often take longer than the stated time. If I book it for 8 min the app will show the arrival in 13 to 15 minutes... And that's once it actually finds a driver. If my screen times out the time tracking widget is slower than the actual time so there've been a couple of times I didn't know my ride was here because it said I still had 4 minutes. Then there was that time that it kept sending me different drivers for the same trip.,4,4,4.556.10005,2024-12-19 10:10:13,,,4.556.10005
8b3e98dc-3841-42f4-93ab-296d654c96c3,Adriana Trejo,https://play-lh.googleusercontent.com/a-/ALV-UjWZKd671E7crPlVL-_hKBX8UouDqHb2cIbw8HgnTomtjZ6SeUFdfA,"If I'm rating the app and the company, it's 1 star. Terrible customer service, app keeps breaking down and can't even provide feedback in the 10 seconds it gives me to provide it. Not even the drivers know how to use app to change the address, for example. Address database needs to be updated as it has changed my address several times. If course, great idea.",2,189,4.551.10000,2024-11-12 01:36:10,,,4.551.10000
eeb757e7-0bb9-48c9-a98c-01387e3eb674,Ken LaVoie,https://play-lh.googleusercontent.com/a-/ALV-UjUdj7YN3mC7NY3uT9PMk6hy9ltdYRG8jhz0kvatJmNlWwp_BlP1LQ,"Just a brutally clunky app that gets clunkier with every iteration. If you click too close to the little clock it brings you to the calendar to select when you want the ride, so you have to kind of move your finger more to the left to bring up the address window. And they just try to pack so much stuff into this little thing, I can't imagine anyone over 35 years old being able to use this workout taking a Valium",2,161,4.549.10000,2024-10-28 17:34:24,,,4.549.10000
38446553-447a-415a-9762-a6cbbf91359c,Manny Lopez,https://play-lh.googleusercontent.com/a-/ALV-UjU_0ceiHhHVD9bMpfN-P9BjNbmje7ZMYXRJzszCzj5ZJD6jmvUS,"The Uber app is incredibly frustrating when issues arise. There's no way to contact an actual representative—everything is handled through automated bots or AI. No matter what option you select, you can never reach a human for help. The system constantly says it can't transfer to a representative, which is a major problem when you're dealing with fare discrepancies or other issues. This lack of real customer support makes the experience even worse.",1,497,4.548.10001,2024-10-19 01:20:30,,,4.548.10001
1ba57868-28ed-4107-bed7-0ee547c63f23,Karl Madison,https://play-lh.googleusercontent.com/a-/ALV-UjUgaKJR-99IMr9qEoAMwWyy6osAAt06zPPOZlDxFpquKcZhHuIR,"Update: I use a few times a year for travel. When I open it because I urgently need to be somewhere, otherwise I would take the bus, it always has locked my account. I use Bolt instead. Disappointed that I can rarely use it without a locked account. I rarely even bother opening the app anymore. || The app doesn't work anymore. It's always just search and never able to work to set locations.",1,117,4.547.10001,2024-10-15 23:48:00,,,4.547.10001
3b50f5af-651f-4a26-b1b0-5747fdb8e8a4,Lee-Ann K,https://play-lh.googleusercontent.com/a-/ALV-UjWmO0zLKdD-IkbRojzX1rSJ4xiJMcnAYz0Uw_7j4ilGBRTcJdO7Og,"Uber's lack of customer support is ridiculous. There is a clear and apparent lack of care for their customers. I used Uber for an order pickup and the driver arrived to my location but then did not actually deliver my order. When I went in the app to report this, I had a series of options that were all unrelated to order pickup. The only way to contact the driver after a ""drop-off"" is to pay $20 for a lost item and that's ridiculous. There is apparently no way to get into contact with an agent.",1,352,4.550.10001,2024-11-04 00:28:34,,,4.550.10001
8067ae0e-23a0-46d7-b9b8-32baf6449e82,Mochi,https://play-lh.googleusercontent.com/a-/ALV-UjWfE45WdDMeudU-fBg0IhSzRD5Np9_jsRZzMT21i1IQQHredLI,"Tried to order a ride for a friend, typed their address in, double-checked it, and even put their contact info in so they could talk to the driver. I even have a screenshot with the correct address. The app glitched and sent the driver to my house instead. I got charged a waiting fee, and then there's no way to talk to a live agent if you're a rider. So good luck not getting charged for ridiculous fees when the app glitches.",1,139,4.548.10001,2024-10-20 08:01:21,,,4.548.10001
2b4825e0-fc08-4353-8702-9a3895acf8d2,Leonardo Mercer,https://play-lh.googleusercontent.com/a-/ALV-UjXKX5q5JqEb4xhqkMXg3Dq-HNwwwH-G8vg8N-6UhPeF-QYKn_yw,"I would give zero stars..Between the ride share and the food delivery service there are more fees than services that actually work well. Don't attempt to order food while you're riding in a car, the app will set it to deliver to whatever corner you just drove past. There is absolutely no way to modify the order or cancel without being charged for everything which is absolutely ridiculous. I'm glad that there are other apps that provide the same services. They have lost a loyal customer.",1,172,4.551.10000,2024-11-10 23:25:40,,,4.551.10000
0a92c19f-0623-4901-8176-d657f7cd79f8,Anthony Lisiecki,https://play-lh.googleusercontent.com/a/ACg8ocJTpxqtcinniXlZPE0OamsWNr98x5K_BI1Nm-oUav1cVThUMw=mo,I ordered a ride that was originally advertised for 15 minutes pickup and while it was searching for drivers it popped up with a message stating I can get a faster pickup for like $5 more. I declined and it ended up picking a driver that was over 30 minutes away from me. Not sure if the app didn't like that I didn't pick the upgrade but it's not right when I pick a ride that was originally advertised as a 15 minute pickup and ends up being double that. I will be using another app from now on.,1,215,4.552.10000,2024-11-16 02:58:26,,,4.552.10000
cba9fba2-7376-4bdb-bd26-d7f0f103a2c2,Andy,https://play-lh.googleusercontent.com/a/ACg8ocKIXgXgWxZMh7P6X3rndwU1gKKYTABeaJ1CQtAP4NoLOwLtNQ=mo,"Inefficient routing out of my neighborhood. I'm so glad my home airport has public transportation now. I am sick of watching drivers go around in circles before picking me up. The acceptable number of times that I've received a message that the driver canceled my ride, so I find another ride, then I have to pay a cancelation fee should be 0 but it isn't. Customer service was nonexistant when I added to a tip. The app doesn't say that the amount is additive, so making $9 $12 cost me another $12.",1,136,4.551.10000,2024-11-18 15:15:42,,,4.551.10000
56542f49-e657-46a4-813e-fe32774c074f,Jim Utter,https://play-lh.googleusercontent.com/a-/ALV-UjVRxYgRlXwwvG6Y29rBVxsEG8pMsLdQlulZQ12MLZoinzwMcaa9GA,"I try to use Uber maybe a couple times a year. Each time there's tons of hoops to jump through and I'm lucky if it works. This last trip it didn't, a vendor gave me a voucher for a sporting event. I tried using Uber for an hour, updating, verifying, adding my license, etc.. I would get to confirmaton and it would always return ""we've detected a problem"" with no cause. Their online help did not respond",1,127,4.547.10001,2024-10-11 03:28:19,,,4.547.10001
287f7526-360e-433e-bfc9-f88c04a30f06,Dan Trainor,https://play-lh.googleusercontent.com/a/ACg8ocLYcp_eX7MOKuH1RBttRrd2ZrAiKQtD3THyCkiZIKKMPGXcAg=mo,"Just once, literally one single time I would be happy if you did this, you can give me actual pickup time estimates instead of double that amount after I've confirmed a ride but before I can cancel it and use something else like Lyft? Update: several months later, this is still a thing. From a one minute pickup on the order screen, to a nine minute wait once confirmed. Do better. Update: a 10 minute $100 pickup magically turns into a 22 minute wait. Wild. Classic bait-and-switch.",1,25,4.555.10003,2024-12-08 04:14:18,,,4.555.10003
b13419d4-c4f6-437c-8849-fbd44d9bcede,Rachael Moralez,https://play-lh.googleusercontent.com/a-/ALV-UjXOptliuydb8thojpfENGUYSU2sXwu6kf-t3RsGaXCKuYaekmT2,"I had a bad experience today because when I copied the address I was going to and pasted it in, the Uber app sent the driver to the same address in a different city! I don't know why it did that, but it cost me extra time and money. The app didn't give me a chance to review the address before sending it out to potential drivers.",3,9,4.555.10003,2024-12-08 09:00:51,,,4.555.10003
4574878d-2dfc-4a06-a062-4def3729e052,Shane Fredericks,https://play-lh.googleusercontent.com/a-/ALV-UjVXuu3WdKhIbiCdPS0VaMtVBgMMRNszMTa3Qepvf4z3mjoismZc,"It costs $16 to $30 to go in a straight line, this is a scam. Also, no swap drivers button half the time. When you click cancel ride it SOMETIMES gives the option to swap drivers. I can't wait 23 minutes in a bad neighborhood so that a driver can finish a different ride. Should have an option to not allow drivers to accept your trip if they are already doing one.",1,81,4.548.10001,2024-10-31 01:09:56,"Hi, we're currently evaluating and testing the option for riders to pay in cash and is available to selected riders in select cities. As we expand payment options, we'll let you know if a cash payment option is added to your account. If there's anything else we can look into, let us know by sending a note to t.uber.com/contact and we'll connect.",2017-11-23 06:55:10,4.548.10001
ce0a85af-2ddf-4644-9456-8641a321ffe5,Ben Upsavs,https://play-lh.googleusercontent.com/a-/ALV-UjWiTFDBdHsI8ScAQ0GqfAFk-3-kZCGPBn6c3u8OHL2L6IkdF09w,"The app has become worse over the years. There is no customer service - only a poorly written chat but that only understands basic issues. It won't submit a support request either. During one recent case, my pickup was was quoted at 5 minutes. After requesting, it jumped to 20 minutes. It took 35 minutes. There was no reason and no recourse. One of the worst apps ever, these days.",1,51,4.555.10003,2024-12-07 10:28:40,,,4.555.10003
d6bf4ad2-ccd6-4013-a073-97c7db08183c,Dahlia C.,https://play-lh.googleusercontent.com/a-/ALV-UjWtjEAegVPqv7vOTyoRAb_Q2qtGOFy-NJ0o70zgtxV_yESWRuzf,"It should not be possible to have a driver 20+ minutes away accept your ride, then to top it off with a $5 cancellation fee when the drive hasn't even moved 1/4 of a mile. I'll stick with Lyft if I can. Edit: thought I'd give Uber one more chance and reserved a ride, the driver was not at my pick up point and when I called them, they said they were on the way to what was supposed to be my destination to pick me up.",1,22,4.556.10005,2024-12-14 01:25:35,,,4.556.10005
4bcb35f4-94bb-4179-9d67-321f08afaace,Steve Roberts,https://play-lh.googleusercontent.com/a/ACg8ocIOzHpWevcNEuzdcXyMwzi5yMEtEUJegBQuZAUr8qwHo18Hcg=mo,"I'll never use Uber again I've been ripped off three times now because of technical issues and there's no support number for riders, only drivers. They charge me 45$ for a 15 minute ride and when they get the drop off address wrong, I can't change the destination I have to cancel and reserve a new ride, just to get charged 25 bucks because it was 55 minutes until pick up. This app is a major rip off and there's no customer support whatsoever. They're only worried about making their billions. 😡",1,70,4.555.10003,2024-12-05 14:28:01,,,4.555.10003
2d7bd149-2e03-446c-a267-f461176e800b,Mike Andrews,https://play-lh.googleusercontent.com/a-/ALV-UjVFC1P5D_alBPc09y9c8NZfX4v6HhVWMPnVExRV8LAJs1MkgkE,The driver was fine but the only options to give feedback punish the driver. There is no way to complain about the app setting a pickup location that requires me to walk about 1/3 the trip when the whole point was to avoid walking because of foot issues. Lack of customer support or the ability to talk to a person (only a bot with limited options) makes this trash.,1,70,4.552.10000,2024-11-19 05:26:37,,,4.552.10000
d4af2939-7b46-4407-b0ef-25723f16c2c9,TiaOnyx,https://play-lh.googleusercontent.com/a-/ALV-UjXJsbuiLWK44Y6TnkEC-55TGftvcMHGpdAb-z3SUSmtE3ebycg,"For the past two years, I had no issue with Uber until this past four weeks. The charged ate not showing up as seem, and just recently, I had to wait until someone accepted my request, ending up late and getting charged the surcharge rate and not the one I requested. It is not fair that the closest vehicle refuses to accept, and I get the one furthest away.",1,3,4.556.10005,2024-12-18 15:43:56,,,4.556.10005
1afa3a56-59e0-4685-a3ac-73432472314d,Robert Richards,https://play-lh.googleusercontent.com/a-/ALV-UjV9i38-viLRojIIdcb-TyT8CNJFYnTsP2YxCQ9YQnBPzt-bd7O5,"The app works, but it could use a lot customer focused improvements. I've used Uber for years, but seems to be getting worse. I've had usually had good drivers, but most recently their ride estimates have been wildly inaccurate, and don't update in real time. Things got busy, nothing update, a 5 minute wait for a 20 minute ride tuned into a 25 minute wait for a 20 minute ride.",1,79,4.549.10000,2024-10-27 06:38:35,,,4.549.10000
1168fca0-27aa-4411-826e-5cb41d31eefd,Harley Dodge,https://play-lh.googleusercontent.com/a-/ALV-UjX7TyrorDTtX4OcTkFWy4OXdSk1362d1h9sdfSsVbs-ii07yMk,"Ubers pricing is ridiculous, especially since I know that they aren't paying the drivers enough, I used to pay 7-10 dollars for a 7 minute trip to work, but now it's more than double for the same trip, there is absolutely no reason they should be charging 17-20$ for a 7 minute trip, it's absolutely outrageous and predatory, my advice, find a cheaper alternative.",1,49,4.554.10001,2024-12-03 01:26:46,,,4.554.10001
d883a950-9b27-4d26-ba05-5a5c277f990e,Lori Robinson,https://play-lh.googleusercontent.com/a-/ALV-UjW0qYzVrDf1TH0IAifgWmfmlGO-jm-1bC-Pg1X76B-VlPRADyzJ,"When changing a future reservation, the app defaults to the current date instead of the date of the reservation, making it easy to accidentally make a reservation you don't want. I have plenty of gift card $ to cover future rides, but I keep getting an error message telling me to try a different form of payment. It has repeatedly given me an error message, ""Something went wrong. Try again later."" It's up to date, & I've tried uninstalling & and reinstalling, but I still have problems. Junk.",1,88,4.546.10002,2024-10-11 20:03:46,,,4.546.10002
93e630bf-797b-44ca-a538-327a3d88538c,matt kowalski,https://play-lh.googleusercontent.com/a/ACg8ocJt980TQ3MLbdGJcKkgTvJbNxqSdylgdNT_aZYbMo4EqXwdAQ=mo,"Do Not Trust The Map. I entered the name of my destination, a paintball field, into the search. It came up and everything looked right, I assumed the pin would at least be CLOSE to the intended destination. Turns out no, it was 20 minutes away at the HOME OF THE BUSINESS OWNER rather than their actual place of business. When I asked my driver in confusion ""where are we"" they just said ""your destination, I have another fare, get out"" Never trusting this app for anything ever again.",1,79,4.550.10001,2024-11-04 18:02:01,,,4.550.10001
234333b4-c2bd-44df-b6f4-baaff417b6c5,Jay Miller,https://play-lh.googleusercontent.com/a/ACg8ocIUBo-CLtlBV4QubZy_coHsaHyHShnbpNrunjcINywsjw-p9Q=mo,"Uber double charged my tip for a good driver and actually has zero customer support besides a bot that gives you 3 options to choose from, none of which will apply to your situation. There is no ability to speak to a human, so I can't get any help with it. No number to call, no email to write to, just a bot that has you tell it which trip had an issue without the ability to say what was wrong with it.",1,56,4.551.10000,2024-11-15 08:05:22,,,4.551.10000
df19a00c-8ce6-4365-a733-836b35dd243c,gimy gaming,https://play-lh.googleusercontent.com/a-/ALV-UjUc8qZjOxUuqGoETQ9mePeYb9QaHNHUsKk7RJOLa6-U2hqmlJA,"The price will change CONSTANTLY. I will have the same address and it will change from 10 dollars a ride to 20 within ONE MINUTE. Like one time I went to order a ride then clicked away to answer a text and it changed almost to 10 dollars higher within that one minute. The pay you give drivers is never consistent either, and that makes me hesitant, as the consumer, to order a ride. The price for a ride needs to stay the same. It should be based on miles or time.",2,53,4.549.10000,2024-10-29 23:03:05,,,4.549.10000
6d690219-aafc-4067-ba58-2d7f4398ce7d,Sherree Garrett,https://play-lh.googleusercontent.com/a-/ALV-UjU5P9V20Sau9DaDMlBEYFBPUnGMURGywr_OqceXe3ehQpNY0V4,"I've used uber plenty of times. The one thing I hate is that sometimes the driver will be a few minutes away and they decide to cancel on you. HOWEVER, recently I booked a ride and the driver had already dropped me off my location, and the ride was STILL GOING. After an hour, I finally hit the cancel button to stop it. THEN, the next day uber charges me a cancelation fee over $100. I was already dropped off and the driver, never ended the ride, so how would you charge ME a fee?",2,9,4.555.10003,2024-12-10 00:00:23,,,4.555.10003
98742610-7ffb-410a-b87a-af7af3af7f59,Michael Keeton,https://play-lh.googleusercontent.com/a-/ALV-UjUUeXUs4kql5sriBsXro6SYd22sNFl_rVW4MOKbCPVI1AXBfpi4,I got an uber to the grocery store in the early evening. The store is 2 miles away. Traffic was light and i was by the road waiting for the driver when he pulled up. When i ordered the ride the app quoted the fee at $6 and some change. I use uber often on quick little trips such as this and that was the common price. I paid with an uber gift card and went about my shopping when i arrived i noticed they had charged me $15!! I had no choice but to order uber home. The trip home was $6. What gives,1,6,4.556.10005,2024-12-17 04:44:23,,,4.556.10005
9bfd252d-fd7a-44fd-bf0f-4f26e5fb2377,Jason Hubbard,https://play-lh.googleusercontent.com/a-/ALV-UjW8tuvg0L5REtuiB9HoHp_w65C94eKdWbEMpTauNKCBPSXpna4DkA,"I like the service but the app should have ride history. The ability to not use a particular driver again, etc. Update. There shared ride option is horrible. So much worse than I imagined. Picked up multiple riders. Was very past the late estimate of doing a shared ride. Got there too late to even make the ride worth it. And this isn't Ubers fault but the second corider was blasting music from their phone when the weren't loudly on the phone.",1,60,4.550.10001,2024-11-05 23:29:12,,,4.550.10001
12cb9352-d512-45b1-8b37-1cf8a5c019ce,Joel Cayton,https://play-lh.googleusercontent.com/a-/ALV-UjWVrIUVcTcJ-BcrSLpnc6q3SIa7Er6-cKXlRAjqC9WEuS3vgHWscQ,"In 2015 I rated Uber 5 stars because it was reliable and priced right. Today I take that 5 star rating and would rate it zero if I could. This app is unreliable and way overpriced now. It's insane how long it will take for me to get an Uber, sometimes having to wait 30-45 min just to get someone to pick up my request. I live in Chicago where I shouldn't experience this long of a wait for car service. More unreliable than reliable drivers. Public transportation is more reliable and way cheaper.",1,57,4.553.10000,2024-11-23 03:55:58,,,4.553.10000
647c95ad-5e40-44b3-8e2e-ba3ad43d9ad6,Zuyian Ng,https://play-lh.googleusercontent.com/a-/ALV-UjV5QnSWUgb3-kEEDc_xhGF6g8Za1uLsODik6ZIBgrlpTdDlK4mw,"Prices are always high and the drivers barely get paid. Some of the drivers shouldnt even have their license. Map is usually wrong or hard to read on the app. I've had to wait 30 minutes to an hour because rides arent available, yet they still charge $25-$35 for a ride that is normally $8-$13. Drivers can cancel your ride even if you've already been waiting for them, but if you cancel the ride, you get charged a cancellation fee that is almost as much as the original price for the ride.",1,76,4.549.10000,2024-10-27 06:03:26,,,4.549.10000
acc0a886-c805-44cd-94a3-f8a8fccb2bd1,Scott Monosoff,https://play-lh.googleusercontent.com/a-/ALV-UjX0iJsf38UiBBGCYaGafZN98APiZm72o0HQ6MXBx3ljPaGuDoU,"Used Uber several times a week ago; each time, the amount I was charged was higher than the price I selected...a bait-and-switch scam method. In addition, I chose ride sharing back to the airport thinking I would save money but the couple of dollars difference cost me a twenty minute delay more than the arrival time specified when I selected the ride. Two other riders were added, but the charge remained the same as for one person...it should have lowered with each additional rider.",2,65,4.550.10001,2024-11-05 06:28:32,,,4.550.10001
2e72e181-ffa0-4cc1-a017-7fe1d159513b,Steven G.,https://play-lh.googleusercontent.com/a-/ALV-UjXyBZNxXfXnyXP6I51jKKvUBvPj-FjKAPNhliA7BcFKwZNwKsr6QA,"This has got to be the worst app on here. I have tried MULTIPLE times to reserve a ride. I select the date days in advance, the time, etc. It says it's confirming it, then bam. My ride is happening immediately. Then I get charged a $25 cancelation fee for immediately canceling a ride I booked to be days in the future and not immediately? What a scam. Update: After speaking with customer service, I was refunded the cancellation fee. It still sucks that this happened in the first place.",3,38,4.554.10001,2024-11-30 03:06:34,,,4.554.10001
